ip_address,progress,date,time,id,conf_scale,gender,age,seen_video_before,video,lineup,lineup_response,accuracy,confidence_bin,response
67.61.17.99,100,2019-07-23,12:01:08,R_2aCWmahwCSYbedV,25,Female,24,NA,170,176,1,incorrect,low,ta filler id
70.190.211.102,100,2019-07-23,12:01:10,R_3lY6je4f8WwjhOi,45,Male,29,NA,164,173,6,incorrect,low,ta filler id
47.20.187.22,100,2019-07-23,12:01:10,R_2qBPAEvnztsD41M,81,Male,24,NA,173,173,7,incorrect,high,incorrect rejection
74.196.166.179,100,2019-07-23,12:01:10,R_12ck4q81di0jbwJ,76,Female,56,NA,173,164,2,incorrect,medium,ta filler id
68.44.142.12,100,2019-07-23,12:01:15,R_2YDsGaASUh1GWHn,95,Male,46,NA,164,173,7,correct,high,correct rejection
173.61.100.83,100,2019-07-23,12:01:16,R_9YmmFbE7jwm5tmx,100,Male,33,NA,170,170,7,incorrect,high,incorrect rejection
107.11.69.181,100,2019-07-23,12:01:17,R_ZpEdIO0oFoyEynD,91,Male,41,2,164,173,2,incorrect,high,ta filler id
24.154.75.133,100,2019-07-23,12:01:18,R_1PZyb20vK47PXCd,90,Female,34,NA,164,173,7,correct,high,correct rejection
136.174.10.22,100,2019-07-23,12:01:24,R_1kYOyTARdanO03W,73,Female,26,NA,173,164,7,correct,medium,correct rejection
172.2.206.171,100,2019-07-23,12:01:25,R_24GFRAyFAJclsak,61,Female,34,2,164,164,7,incorrect,medium,incorrect rejection
72.83.24.186,100,2019-07-23,12:01:28,R_1HdTC1Tr2YWpD11,62,Female,22,NA,164,164,6,correct,medium,correct identification
70.95.128.250,100,2019-07-23,12:01:29,R_sAOcRCGqxAf3L0d,95,Female,26,2,176,170,4,incorrect,high,ta filler id
216.227.108.149,100,2019-07-23,12:01:36,R_1Ny19zlJodBy7cf,90,Female,61,2,176,176,7,incorrect,high,incorrect rejection
76.25.18.62,100,2019-07-23,12:01:43,R_2Bam6lRASW9J1Ge,95,Female,31,2,164,164,3,incorrect,high,tp filler id
107.185.63.168,100,2019-07-23,12:01:44,R_2xKPqfwH81LQRPj,70,Female,20,NA,164,164,3,incorrect,medium,tp filler id
35.136.254.105,100,2019-07-23,12:01:50,R_3MiN9IvrnGkX37S,94,Female,32,NA,176,176,6,correct,high,correct identification
71.182.194.70,100,2019-07-23,12:01:51,R_332MS0jebXCpgXA,50,Female,38,NA,170,176,1,incorrect,low,ta filler id
76.121.124.68,100,2019-07-23,12:01:52,R_31bzpNLJP24T8gu,50,Female,38,NA,176,176,6,correct,low,correct identification
73.187.47.196,100,2019-07-23,12:01:52,R_1DtL5dLEk4zJhVa,10,Female,51,2,170,176,7,correct,low,correct rejection
73.192.182.44,100,2019-07-23,12:01:54,R_6tmaue3CPecVTDr,50,Male,28,NA,176,176,7,incorrect,low,incorrect rejection
213.205.192.70,100,2019-07-23,12:01:54,R_1i42OBqRbAvLZZw,85,Male,38,2,164,173,1,incorrect,high,ta filler id
69.142.149.70,100,2019-07-23,12:01:58,R_sALP6pTZOFBrO5b,82,Male,47,2,173,173,5,correct,high,correct identification
24.53.64.226,100,2019-07-23,12:01:58,R_3kha4ivSraUn1YR,80,Female,33,2,164,164,6,correct,medium,correct identification
71.197.240.198,100,2019-07-23,12:01:59,R_3fNMjViCLKZpiVt,90,Male,47,NA,170,176,6,incorrect,high,ta filler id
71.187.159.212,100,2019-07-23,12:02:03,R_T6i4f4MmA3ulBcd,91,Male,65,NA,176,170,7,correct,high,correct rejection
184.90.1.43,100,2019-07-23,12:02:07,R_AKUIJha4aIdbpiF,80,Male,27,2,173,173,5,correct,medium,correct identification
73.56.137.113,100,2019-07-23,12:02:07,R_1IN14DbsjGPtuUx,60,Male,25,NA,176,176,5,incorrect,medium,tp filler id
68.58.233.241,100,2019-07-23,12:02:17,R_5zNVdXnqjONY96p,71,Female,31,NA,173,173,7,incorrect,medium,incorrect rejection
107.211.92.159,100,2019-07-23,12:02:17,R_WvZPj99DVtwk6Z3,100,Male,30,NA,170,170,3,correct,high,correct identification
174.254.128.10,100,2019-07-23,12:02:19,R_Xp07NYujGmvrF9T,10,Male,33,NA,164,173,5,incorrect,low,ta filler id
70.121.186.12,100,2019-07-23,12:02:19,R_12tjZfksL2IMOF7,86,Male,26,NA,173,164,7,correct,high,correct rejection
50.235.112.206,100,2019-07-23,12:02:28,R_2aWuBjFgQbgYYJF,100,Male,29,NA,173,164,7,correct,high,correct rejection
168.24.13.11,100,2019-07-23,12:02:28,R_2bQrNsAPRejeint,100,Male,49,NA,173,173,5,correct,high,correct identification
50.251.1.209,100,2019-07-23,12:02:30,R_80p7sioLEkDgvkt,30,Male,32,NA,164,173,7,correct,low,correct rejection
69.132.204.155,100,2019-07-23,12:02:37,R_3iL2pgrjqeAQ2ao,50,Female,51,2,170,176,7,correct,low,correct rejection
192.208.251.76,100,2019-07-23,12:02:40,R_2zA4xwsl8RXuk54,84,Male,29,2,164,164,3,incorrect,high,tp filler id
199.80.74.66,100,2019-07-23,12:02:40,R_2wALPpEs9KqKGo2,100,Male,33,NA,173,173,5,correct,high,correct identification
170.12.232.240,100,2019-07-23,12:02:41,R_2sbXi9RyYBb4lNO,80,Male,27,NA,176,170,7,correct,medium,correct rejection
146.95.95.194,100,2019-07-23,12:02:45,R_2VOYFfK7BbgL3OP,61,Female,24,2,173,164,2,incorrect,medium,ta filler id
67.163.169.138,100,2019-07-23,12:02:48,R_3PRmE1rIekHpZnn,68,Male,27,2,173,173,5,correct,medium,correct identification
71.217.92.54,100,2019-07-23,12:02:51,R_3NV6IJgB85uYWdY,40,Male,60,2,170,176,7,correct,low,correct rejection
67.189.131.19,100,2019-07-23,12:02:56,R_tEQkVYXQtjEScuZ,50,Male,34,NA,173,164,7,correct,low,correct rejection
198.53.41.132,100,2019-07-23,12:03:01,R_1lv0QF0jg5BeBj3,85,Male,24,2,164,164,7,incorrect,high,incorrect rejection
131.247.56.90,100,2019-07-23,12:03:12,R_3el5d6qmZMKLLkw,35,Male,57,NA,164,173,1,incorrect,low,ta filler id
69.254.149.11,100,2019-07-23,12:03:14,R_yIVQbmcTbtyMgwx,30,Male,35,NA,173,164,7,correct,low,correct rejection
75.98.99.66,100,2019-07-23,12:03:15,R_3ivYaNTaBq8exgp,20,Female,35,2,164,164,7,incorrect,low,incorrect rejection
46.32.238.218,100,2019-07-23,12:03:18,R_2fy3rJbICuJQtFq,75,Female,40,NA,170,176,5,incorrect,medium,ta filler id
174.229.134.124,100,2019-07-23,12:03:29,R_3MRKUanTb48mjQG,10,Female,33,NA,164,164,5,incorrect,low,tp filler id
157.131.129.75,100,2019-07-23,12:03:29,R_24vHb076cVzGuuX,80,Male,30,NA,176,170,7,correct,medium,correct rejection
65.175.166.137,100,2019-07-23,12:03:32,R_SBmR8VXaTrRnJrH,75,Female,33,2,176,170,7,correct,medium,correct rejection
173.175.170.107,100,2019-07-23,12:03:39,R_1mgXX5uzfBhmQWc,93,Female,67,NA,173,164,3,incorrect,high,ta filler id
75.190.84.189,100,2019-07-23,12:03:41,R_5nVds2pFQo0Oc5b,80,Male,39,2,170,176,7,correct,medium,correct rejection
47.156.107.139,100,2019-07-23,12:03:41,R_2y2dULkdRoEl2mK,98,Male,48,NA,173,164,7,correct,high,correct rejection
184.155.37.196,100,2019-07-23,12:03:43,R_uq6NE0MygXvLDUt,31,Male,39,NA,164,173,1,incorrect,low,ta filler id
104.174.66.68,100,2019-07-23,12:03:51,R_1NDOqnSBEkjyPL6,80,Male,26,2,176,170,7,correct,medium,correct rejection
173.217.71.198,100,2019-07-23,12:04:04,R_6KUqfGYujDw70jv,75,Male,33,NA,176,176,7,incorrect,medium,incorrect rejection
192.132.44.26,100,2019-07-23,12:04:09,R_3nr8o24VONyBQ92,52,Male,35,NA,176,176,5,incorrect,medium,tp filler id
198.204.220.186,100,2019-07-23,12:04:09,R_3Mzfwqu6njkDiYZ,93,Female,34,NA,173,173,5,correct,high,correct identification
104.58.5.190,100,2019-07-23,12:04:13,R_2zim0EW421sgm35,50,Female,26,NA,173,164,3,incorrect,low,ta filler id
68.11.147.196,100,2019-07-23,12:04:21,R_1jBcmctvZdum3EL,50,Female,20,NA,170,170,3,correct,low,correct identification
73.135.196.243,100,2019-07-23,12:04:23,R_1jpw0cZvtHBEQ9v,55,Male,20,NA,170,170,3,correct,medium,correct identification
73.226.185.204,100,2019-07-23,12:04:26,R_3QXeXjjHDGIXZdV,25,Female,59,2,164,173,2,incorrect,low,ta filler id
208.114.128.52,100,2019-07-23,12:04:27,R_1NsoAcRvNkkLODi,82,Male,35,NA,176,176,7,incorrect,high,incorrect rejection
73.53.88.138,100,2019-07-23,12:04:32,R_29hrwBFhXVOMjS2,95,Female,28,NA,173,173,5,correct,high,correct identification
73.67.69.196,100,2019-07-23,12:04:33,R_2cuYTkyR51ctwSe,95,Female,58,NA,164,164,6,correct,high,correct identification
86.191.227.65,100,2019-07-23,12:04:34,R_ZIirwrWOHN1BT45,100,Male,60,NA,173,173,5,correct,high,correct identification
78.150.169.10,100,2019-07-23,12:04:35,R_3kFdbpbyhuaPywV,82,Female,31,NA,170,170,6,incorrect,high,tp filler id
107.194.97.22,100,2019-07-23,12:04:46,R_1j7HxJpcPycFHvS,62,Male,22,NA,173,164,6,incorrect,medium,ta filler id
73.181.157.141,100,2019-07-23,12:04:47,R_32WpEf8U2Hdhckd,35,Female,25,2,164,173,7,correct,low,correct rejection
99.55.166.41,100,2019-07-23,12:04:48,R_1BRUSZkTiimUxK1,30,Male,23,NA,170,176,7,correct,low,correct rejection
199.116.118.137,100,2019-07-23,12:04:49,R_erkLDjCgnmI7Elz,30,Male,27,NA,176,170,4,incorrect,low,ta filler id
104.35.170.65,100,2019-07-23,12:04:51,R_28RHGZ7vZXTphBG,16,Female,55,2,173,164,3,incorrect,low,ta filler id
67.197.177.77,100,2019-07-23,12:05:03,R_u23bSyg9n2NmQWB,53,Male,37,2,164,164,6,correct,medium,correct identification
67.96.18.149,100,2019-07-23,12:05:05,R_24us7ZukmK3YtSv,37,Male,32,NA,176,176,5,incorrect,low,tp filler id
107.185.127.204,100,2019-07-23,12:05:08,R_bgyyDjWm8Aq4l4l,93,Male,27,NA,164,164,6,correct,high,correct identification
72.192.71.17,100,2019-07-23,12:05:10,R_3haNPy7OOPQxZR0,70,Female,47,2,170,176,7,correct,medium,correct rejection
172.58.21.67,100,2019-07-23,12:05:11,R_2ZNBVp6nNWR5w2Q,91,Male,28,NA,173,173,5,correct,high,correct identification
98.246.128.187,100,2019-07-23,12:05:12,R_W6xtZ5HTJ1oeQg1,80,Female,35,NA,170,170,3,correct,medium,correct identification
174.80.5.3,100,2019-07-23,12:05:13,R_BAhrz2GVKhg92w1,100,Female,40,2,173,164,7,correct,high,correct rejection
24.45.155.43,100,2019-07-23,12:05:21,R_2ZOzZFX9MGh9PLu,55,Female,43,2,164,164,6,correct,medium,correct identification
74.120.64.241,100,2019-07-23,12:05:21,R_1LYhldMFSO6AzRz,80,Female,28,2,176,170,7,correct,medium,correct rejection
73.89.72.149,100,2019-07-23,12:05:21,R_1l9s4A6mLTfVq1G,49,Male,54,NA,164,164,7,incorrect,low,incorrect rejection
99.155.151.178,100,2019-07-23,12:05:22,R_3G31nCnrJNTHA0Z,50,Female,29,NA,164,164,6,correct,low,correct identification
96.54.220.200,100,2019-07-23,12:05:27,R_2VxLLNg87YzApG8,1,Female,22,NA,170,176,7,correct,low,correct rejection
135.26.194.195,100,2019-07-23,12:05:27,R_11druqUfaseKQDp,95,Male,46,2,164,173,7,correct,high,correct rejection
23.126.171.104,100,2019-07-23,12:05:42,R_1pWjiLnCJPbgQOT,85,Female,29,NA,176,176,3,incorrect,high,tp filler id
71.70.75.44,100,2019-07-23,12:05:43,R_1nVlrlREHtgm9a1,90,Male,21,NA,173,173,5,correct,high,correct identification
47.205.90.243,100,2019-07-23,12:05:45,R_3rG78z1jxweYWpG,90,Male,51,NA,176,176,7,incorrect,high,incorrect rejection
73.43.198.243,100,2019-07-23,12:05:46,R_1gARhWUSXTkacmF,86,Female,45,NA,173,164,7,correct,high,correct rejection
107.131.97.56,100,2019-07-23,12:05:47,R_eetfJaxM9NRCbF7,80,Male,31,2,164,173,7,correct,medium,correct rejection
50.24.243.169,100,2019-07-23,12:05:54,R_2frZSePe6fl2OLg,37,Female,25,2,170,170,7,incorrect,low,incorrect rejection
108.48.85.137,100,2019-07-23,12:06:08,R_32LBlwgngja2KFD,0,Female,26,2,176,176,7,incorrect,low,incorrect rejection
104.200.129.48,100,2019-07-23,12:06:10,R_Cgd5521C2JSTnuV,60,Female,23,NA,173,164,7,correct,medium,correct rejection
96.42.74.96,100,2019-07-23,12:06:11,R_3sykBTZblVrn9xu,71,Female,33,NA,164,173,2,incorrect,medium,ta filler id
155.9.239.27,100,2019-07-23,12:06:12,R_2fuEVSF8dj3tJgR,80,Female,40,2,173,173,5,correct,medium,correct identification
74.231.123.208,100,2019-07-23,12:06:12,R_ulvSNZ4d4VsGSUF,100,Male,32,NA,164,164,6,correct,high,correct identification
99.38.102.0,100,2019-07-23,12:06:12,R_2yjDhsgrGWtyUUW,31,Male,64,NA,170,176,5,incorrect,low,ta filler id
47.216.178.157,100,2019-07-23,12:06:14,R_TupXv5DC1qCXdjb,90,Female,42,NA,176,176,7,incorrect,high,incorrect rejection
69.117.42.99,100,2019-07-23,12:06:16,R_1MKyAuwUffSehIs,52,Male,29,2,164,173,7,correct,medium,correct rejection
68.102.27.150,100,2019-07-23,12:06:24,R_2rpUycPGJyBWL1A,60,Female,30,2,170,170,3,correct,medium,correct identification
95.145.138.253,100,2019-07-23,12:06:33,R_3Gd3O6wPyKdt4JJ,35,Male,38,NA,164,164,3,incorrect,low,tp filler id
24.23.240.155,100,2019-07-23,12:06:39,R_5tXDDrSPeBRN2hj,80,Male,47,2,176,170,7,correct,medium,correct rejection
68.81.118.105,100,2019-07-23,12:06:42,R_3MsvRmNvVb16i6m,85,Female,31,2,164,164,6,correct,high,correct identification
174.50.85.253,100,2019-07-23,12:06:43,R_3JngG3xB08nTdPa,80,Male,49,2,170,170,3,correct,medium,correct identification
73.232.224.186,100,2019-07-23,12:06:43,R_1Ffht0142hRoHEw,90,Female,36,2,170,170,3,correct,high,correct identification
75.151.230.113,100,2019-07-23,12:06:45,R_2P5RsE2lPVlAnZI,80,Female,45,NA,170,170,3,correct,medium,correct identification
76.114.124.80,100,2019-07-23,12:06:49,R_20PauSBEtYnbMwk,82,Female,28,NA,164,173,7,correct,high,correct rejection
66.116.18.180,100,2019-07-23,12:06:58,R_3ewUAAUEG5t5d3M,100,Male,28,NA,173,173,5,correct,high,correct identification
174.235.2.254,100,2019-07-23,12:07:00,R_2OZHbUsqScfE6zX,80,Female,60,2,170,170,7,incorrect,medium,incorrect rejection
69.142.135.106,100,2019-07-23,12:07:07,R_Xt8mBIWHc2NfHfX,95,Female,25,NA,176,170,7,correct,high,correct rejection
100.15.32.3,100,2019-07-23,12:07:11,R_1N5fGHKluQx4jHK,85,Male,25,2,176,170,7,correct,high,correct rejection
23.113.210.133,100,2019-07-23,12:07:14,R_3D1tr3qQ8UHs9C2,10,Female,22,NA,170,176,7,correct,low,correct rejection
74.90.1.79,100,2019-07-23,12:07:18,R_2Y8KmIGVYgTx0Oe,100,Male,22,NA,170,170,3,correct,high,correct identification
162.205.1.98,100,2019-07-23,12:07:21,R_1GHOc3NuA1qqklB,82,Female,60,NA,173,173,5,correct,high,correct identification
152.2.62.15,100,2019-07-23,12:07:22,R_3CZw4UIk8dCNJat,70,Male,39,2,176,176,7,incorrect,medium,incorrect rejection
136.34.248.36,100,2019-07-23,12:07:34,R_t0zGxqrLdO3ONuV,95,Male,41,NA,173,173,5,correct,high,correct identification
104.158.99.132,100,2019-07-23,12:07:35,R_110dydJHkTYmHYl,100,Male,18,2,164,164,6,correct,high,correct identification
73.194.63.114,100,2019-07-23,12:07:36,R_3PMEc0DqsFgYXK2,75,Female,51,NA,176,170,4,incorrect,medium,ta filler id
137.148.115.5,100,2019-07-23,12:07:40,R_3R41ioydyaNJySC,96,Female,41,2,176,170,7,correct,high,correct rejection
72.209.17.198,100,2019-07-23,12:07:41,R_12lO7w679YYQDlg,60,Female,27,2,176,170,7,correct,medium,correct rejection
67.220.22.211,100,2019-07-23,12:07:45,R_3OfaLFNqEXoabCj,91,Male,39,2,173,173,5,correct,high,correct identification
99.119.193.239,100,2019-07-23,12:07:48,R_3lxJ0a1DcMNdMEL,75,Male,46,NA,170,170,3,correct,medium,correct identification
174.222.135.19,100,2019-07-23,12:07:52,R_2bUYwOGcN99C7OE,0,Male,30,NA,176,176,7,incorrect,low,incorrect rejection
108.193.235.190,100,2019-07-23,12:07:56,R_ZsCxFnzU94WA8ZX,50,Female,39,NA,173,164,7,correct,low,correct rejection
71.70.170.66,100,2019-07-23,12:07:56,R_yJuYpwqBClGtB73,40,Other,23,2,170,176,7,correct,low,correct rejection
70.44.255.224,100,2019-07-23,12:07:57,R_2WNmHj53AMyp1oQ,80,Female,43,2,173,173,5,correct,medium,correct identification
92.24.44.227,100,2019-07-23,12:08:02,R_1hyBTY79RRozEo1,60,Female,36,NA,176,176,6,correct,medium,correct identification
107.72.178.127,100,2019-07-23,12:08:22,R_2P282oKhrITyKHi,100,Male,29,NA,164,173,1,incorrect,high,ta filler id
75.110.236.173,100,2019-07-23,12:08:34,R_3DnAAtaj6fZBq3v,99,Female,54,NA,176,170,4,incorrect,high,ta filler id
70.76.28.104,100,2019-07-23,12:08:44,R_3feMknDVTDaiHO3,70,Male,36,NA,170,176,7,correct,medium,correct rejection
71.57.185.169,100,2019-07-23,12:08:45,R_3EXcoAfXmYGGDVG,60,Female,30,2,164,164,6,correct,medium,correct identification
73.252.169.244,100,2019-07-23,12:08:50,R_247db5MspzV4B8k,30,Male,29,2,170,176,5,incorrect,low,ta filler id
204.235.114.162,100,2019-07-23,12:09:01,R_1Q0JUz1HVGLrGHt,90,Male,47,2,170,170,6,incorrect,high,tp filler id
98.214.186.66,100,2019-07-23,12:09:02,R_2PsUy2Oyxe6kjoF,35,Female,47,NA,176,176,3,incorrect,low,tp filler id
76.205.173.186,100,2019-07-23,12:09:05,R_3NEZ5GXZzJCE1mz,71,Female,40,NA,173,164,7,correct,medium,correct rejection
